KO number	Valgepea data mu 0 11	Valgepea data mu 0 21	Valgepea data mu 0 31	Valgepea data mu 0 40	Valgepea data mu 0 48
K11224	NaN	NaN	NaN	NaN	NaN
K11223	NaN	NaN	NaN	NaN	NaN
K06279	NaN	NaN	NaN	NaN	NaN
K08887	NaN	NaN	NaN	NaN	NaN
K05704	NaN	NaN	NaN	NaN	NaN
K08845	NaN	NaN	NaN	NaN	NaN
K00444	NaN	NaN	NaN	NaN	NaN
K04507	NaN	NaN	NaN	NaN	NaN
K04377	NaN	NaN	NaN	NaN	NaN
K08957	NaN	NaN	NaN	NaN	NaN
K04512	NaN	NaN	NaN	NaN	NaN
K04510	NaN	NaN	NaN	NaN	NaN
K02166	NaN	NaN	NaN	NaN	NaN
K04508	NaN	NaN	NaN	NaN	NaN
K08110	NaN	NaN	NaN	NaN	NaN
K02620	NaN	NaN	NaN	NaN	NaN
K04499	NaN	NaN	NaN	NaN	NaN
K02085	NaN	NaN	NaN	NaN	NaN
K04496	NaN	NaN	NaN	NaN	NaN
K04491	NaN	NaN	NaN	NaN	NaN
K06066	NaN	NaN	NaN	NaN	NaN
K06171	NaN	NaN	NaN	NaN	NaN
K06065	NaN	NaN	NaN	NaN	NaN
K06059	NaN	NaN	NaN	NaN	NaN
K06058	NaN	NaN	NaN	NaN	NaN
K06170	NaN	NaN	NaN	NaN	NaN
K06057	NaN	NaN	NaN	NaN	NaN
K06053	NaN	NaN	NaN	NaN	NaN
K06233	NaN	NaN	NaN	NaN	NaN
K06234	NaN	NaN	NaN	NaN	NaN
K08958	NaN	NaN	NaN	NaN	NaN
K06229	NaN	NaN	NaN	NaN	NaN
K04676	NaN	NaN	NaN	NaN	NaN
K04660	NaN	NaN	NaN	NaN	NaN
K04684	NaN	NaN	NaN	NaN	NaN
K16679	NaN	NaN	NaN	NaN	NaN
K16684	NaN	NaN	NaN	NaN	NaN
K16669	NaN	NaN	NaN	NaN	NaN
K16683	NaN	NaN	NaN	NaN	NaN
K16678	NaN	NaN	NaN	NaN	NaN
K16688	NaN	NaN	NaN	NaN	NaN
K16507	NaN	NaN	NaN	NaN	NaN
K16676	NaN	NaN	NaN	NaN	NaN
K06094	NaN	NaN	NaN	NaN	NaN
K09851	NaN	NaN	NaN	NaN	NaN
K12076	NaN	NaN	NaN	NaN	NaN
K16674	NaN	NaN	NaN	NaN	NaN
K16680	NaN	NaN	NaN	NaN	NaN
K06685	NaN	NaN	NaN	NaN	NaN
K16672	NaN	NaN	NaN	NaN	NaN
K16681	NaN	NaN	NaN	NaN	NaN
K16682	NaN	NaN	NaN	NaN	NaN
K16685	NaN	NaN	NaN	NaN	NaN
K16686	NaN	NaN	NaN	NaN	NaN
K16687	NaN	NaN	NaN	NaN	NaN
K06091	NaN	NaN	NaN	NaN	NaN
K06092	NaN	NaN	NaN	NaN	NaN
K05691	NaN	NaN	NaN	NaN	NaN
K08731	NaN	NaN	NaN	NaN	NaN
K11828	NaN	NaN	NaN	NaN	NaN
K16144	NaN	NaN	NaN	NaN	NaN
K16823	NaN	NaN	NaN	NaN	NaN
K16819	NaN	NaN	NaN	NaN	NaN
K16822	NaN	NaN	NaN	NaN	NaN
K12075	NaN	NaN	NaN	NaN	NaN
K16820	NaN	NaN	NaN	NaN	NaN
K11225	NaN	NaN	NaN	NaN	NaN
K07370	NaN	NaN	NaN	NaN	NaN
K03174	NaN	NaN	NaN	NaN	NaN
K02861	NaN	NaN	NaN	NaN	NaN
K07369	NaN	NaN	NaN	NaN	NaN
K12646	NaN	NaN	NaN	NaN	NaN
K06527	NaN	NaN	NaN	NaN	NaN
K04729	NaN	NaN	NaN	NaN	NaN
K16065	NaN	NaN	NaN	NaN	NaN
K04733	NaN	NaN	NaN	NaN	NaN
K01348	NaN	NaN	NaN	NaN	NaN
K05399	NaN	NaN	NaN	NaN	NaN
K03171	NaN	NaN	NaN	NaN	NaN
K04728	NaN	NaN	NaN	NaN	NaN
K10652	NaN	NaN	NaN	NaN	NaN
K06490	NaN	NaN	NaN	NaN	NaN
K16072	NaN	NaN	NaN	NaN	NaN
K07763	NaN	NaN	NaN	NaN	NaN
K17065	NaN	NaN	NaN	NaN	NaN
K08849	NaN	NaN	NaN	NaN	NaN
K09558	NaN	NaN	NaN	NaN	NaN
K10048	NaN	NaN	NaN	NaN	NaN
K01403	NaN	NaN	NaN	NaN	NaN
K15637	NaN	NaN	NaN	NaN	NaN
K08008	NaN	NaN	NaN	NaN	NaN
K12334	NaN	NaN	NaN	NaN	NaN
K04498	NaN	NaN	NaN	NaN	NaN
K06503	NaN	NaN	NaN	NaN	NaN
K07299	NaN	NaN	NaN	NaN	NaN
K03870	NaN	NaN	NaN	NaN	NaN
K12077	NaN	NaN	NaN	NaN	NaN
K03873	NaN	NaN	NaN	NaN	NaN
K16451	NaN	NaN	NaN	NaN	NaN
K08341	NaN	NaN	NaN	NaN	NaN
K15464	NaN	NaN	NaN	NaN	NaN
K07199	NaN	NaN	NaN	NaN	NaN
K10151	NaN	NaN	NaN	NaN	NaN
K04503	NaN	NaN	NaN	NaN	NaN
K13303	NaN	NaN	NaN	NaN	NaN
K07201	NaN	NaN	NaN	NaN	NaN
K04500	NaN	NaN	NaN	NaN	NaN
K07198	NaN	NaN	NaN	NaN	NaN
K07200	NaN	NaN	NaN	NaN	NaN
K11838	NaN	NaN	NaN	NaN	NaN
K04501	NaN	NaN	NaN	NaN	NaN
K07191	NaN	NaN	NaN	NaN	NaN
K11434	NaN	NaN	NaN	NaN	NaN
K02206	NaN	NaN	NaN	NaN	NaN
K16341	NaN	NaN	NaN	NaN	NaN
K05850	NaN	NaN	NaN	NaN	NaN
K05871	NaN	NaN	NaN	NaN	NaN
K04960	NaN	NaN	NaN	NaN	NaN
K05853	NaN	NaN	NaN	NaN	NaN
K00907	NaN	NaN	NaN	NaN	NaN
K00871	NaN	NaN	NaN	NaN	NaN
K05849	NaN	NaN	NaN	NaN	NaN
K04962	NaN	NaN	NaN	NaN	NaN
K04961	NaN	NaN	NaN	NaN	NaN
K12042	NaN	NaN	NaN	NaN	NaN
K05865	NaN	NaN	NaN	NaN	NaN
K07190	NaN	NaN	NaN	NaN	NaN
K04635	NaN	NaN	NaN	NaN	NaN
K04958	NaN	NaN	NaN	NaN	NaN
K15041	NaN	NaN	NaN	NaN	NaN
K05862	NaN	NaN	NaN	NaN	NaN
K04248	NaN	NaN	NaN	NaN	NaN
K05218	NaN	NaN	NaN	NaN	NaN
K04633	NaN	NaN	NaN	NaN	NaN
K05869	NaN	NaN	NaN	NaN	NaN
K09565	NaN	NaN	NaN	NaN	NaN
K16059	NaN	NaN	NaN	NaN	NaN
K16056	NaN	NaN	NaN	NaN	NaN
K05673	NaN	NaN	NaN	NaN	NaN
K06237	NaN	NaN	NaN	NaN	NaN
K06238	NaN	NaN	NaN	NaN	NaN
K06583	NaN	NaN	NaN	NaN	NaN
K06485	NaN	NaN	NaN	NaN	NaN
K06482	NaN	NaN	NaN	NaN	NaN
K06483	NaN	NaN	NaN	NaN	NaN
K06252	NaN	NaN	NaN	NaN	NaN
K06480	NaN	NaN	NaN	NaN	NaN
K05717	NaN	NaN	NaN	NaN	NaN
K05870	NaN	NaN	NaN	NaN	NaN
K06071	NaN	NaN	NaN	NaN	NaN
K09554	NaN	NaN	NaN	NaN	NaN
K06525	NaN	NaN	NaN	NaN	NaN
K06236	NaN	NaN	NaN	NaN	NaN
K05635	NaN	NaN	NaN	NaN	NaN
K06243	NaN	NaN	NaN	NaN	NaN
K05637	NaN	NaN	NaN	NaN	NaN
K06240	NaN	NaN	NaN	NaN	NaN
K06241	NaN	NaN	NaN	NaN	NaN
K05636	NaN	NaN	NaN	NaN	NaN
K03900	NaN	NaN	NaN	NaN	NaN
K11217	NaN	NaN	NaN	NaN	NaN
K06584	NaN	NaN	NaN	NaN	NaN
K06246	NaN	NaN	NaN	NaN	NaN
K12230	NaN	NaN	NaN	NaN	NaN
K16340	NaN	NaN	NaN	NaN	NaN
K16333	NaN	NaN	NaN	NaN	NaN
K02539	NaN	NaN	NaN	NaN	NaN
K16339	NaN	NaN	NaN	NaN	NaN
K16186	NaN	NaN	NaN	NaN	NaN
K16185	NaN	NaN	NaN	NaN	NaN
K08266	NaN	NaN	NaN	NaN	NaN
K08271	NaN	NaN	NaN	NaN	NaN
K16172	NaN	NaN	NaN	NaN	NaN
K07208	NaN	NaN	NaN	NaN	NaN
K08272	NaN	NaN	NaN	NaN	NaN
K08267	NaN	NaN	NaN	NaN	NaN
K07204	NaN	NaN	NaN	NaN	NaN
K07206	NaN	NaN	NaN	NaN	NaN
K16184	NaN	NaN	NaN	NaN	NaN
K13464	NaN	NaN	NaN	NaN	NaN
K13946	NaN	NaN	NaN	NaN	NaN
K14431	NaN	NaN	NaN	NaN	NaN
K14432	NaN	NaN	NaN	NaN	NaN
K14484	NaN	NaN	NaN	NaN	NaN
K14485	NaN	NaN	NaN	NaN	NaN
K14486	NaN	NaN	NaN	NaN	NaN
K14487	NaN	NaN	NaN	NaN	NaN
K14488	NaN	NaN	NaN	NaN	NaN
K14489	NaN	NaN	NaN	NaN	NaN
K14490	NaN	NaN	NaN	NaN	NaN
K14491	NaN	NaN	NaN	NaN	NaN
K14492	NaN	NaN	NaN	NaN	NaN
K14494	NaN	NaN	NaN	NaN	NaN
K14496	NaN	NaN	NaN	NaN	NaN
K14497	NaN	NaN	NaN	NaN	NaN
K14498	NaN	NaN	NaN	NaN	NaN
K14499	NaN	NaN	NaN	NaN	NaN
K14500	NaN	NaN	NaN	NaN	NaN
K14501	NaN	NaN	NaN	NaN	NaN
K14503	NaN	NaN	NaN	NaN	NaN
K14505	NaN	NaN	NaN	NaN	NaN
K14506	NaN	NaN	NaN	NaN	NaN
K14508	NaN	NaN	NaN	NaN	NaN
K14509	NaN	NaN	NaN	NaN	NaN
K14510	NaN	NaN	NaN	NaN	NaN
K14513	NaN	NaN	NaN	NaN	NaN
K14514	NaN	NaN	NaN	NaN	NaN
K14515	NaN	NaN	NaN	NaN	NaN
K16189	NaN	NaN	NaN	NaN	NaN
mmu_12652	NaN	NaN	NaN	NaN	NaN
mmu_12653	NaN	NaN	NaN	NaN	NaN
K00070	NaN	NaN	NaN	NaN	NaN
K07424	NaN	NaN	NaN	NaN	NaN
K00498	NaN	NaN	NaN	NaN	NaN
K00497	NaN	NaN	NaN	NaN	NaN
K07409	NaN	NaN	NaN	NaN	NaN
K05295	NaN	NaN	NaN	NaN	NaN
K01015	NaN	NaN	NaN	NaN	NaN
K07413	NaN	NaN	NaN	NaN	NaN
K07412	NaN	NaN	NaN	NaN	NaN
K07414	NaN	NaN	NaN	NaN	NaN
K07415	NaN	NaN	NaN	NaN	NaN
K13369	NaN	NaN	NaN	NaN	NaN
K07433	NaN	NaN	NaN	NaN	NaN
K15680	NaN	NaN	NaN	NaN	NaN
K13368	NaN	NaN	NaN	NaN	NaN
K00071	NaN	NaN	NaN	NaN	NaN
K14753	NaN	NaN	NaN	NaN	NaN
K01312	NaN	NaN	NaN	NaN	NaN
K05195	NaN	NaN	NaN	NaN	NaN
K04196	NaN	NaN	NaN	NaN	NaN
K04615	NaN	NaN	NaN	NaN	NaN
K05770	NaN	NaN	NaN	NaN	NaN
K05224	NaN	NaN	NaN	NaN	NaN
K01315	NaN	NaN	NaN	NaN	NaN
K05259	NaN	NaN	NaN	NaN	NaN
K01313	NaN	NaN	NaN	NaN	NaN
K05199	NaN	NaN	NaN	NaN	NaN
K05197	NaN	NaN	NaN	NaN	NaN
K01352	NaN	NaN	NaN	NaN	NaN
K05236	NaN	NaN	NaN	NaN	NaN
K05175	NaN	NaN	NaN	NaN	NaN
K05771	NaN	NaN	NaN	NaN	NaN
K04577	NaN	NaN	NaN	NaN	NaN
K05254	NaN	NaN	NaN	NaN	NaN
K05198	NaN	NaN	NaN	NaN	NaN
K05060	NaN	NaN	NaN	NaN	NaN
K04723	NaN	NaN	NaN	NaN	NaN
K05405	NaN	NaN	NaN	NaN	NaN
K10029	NaN	NaN	NaN	NaN	NaN
K05058	NaN	NaN	NaN	NaN	NaN
K05059	NaN	NaN	NaN	NaN	NaN
K10034	NaN	NaN	NaN	NaN	NaN
K05407	NaN	NaN	NaN	NaN	NaN
hsa_Q6RFH5	NaN	NaN	NaN	NaN	NaN
K13109	NaN	NaN	NaN	NaN	NaN
K06258	NaN	NaN	NaN	NaN	NaN
K06265	NaN	NaN	NaN	NaN	NaN
K06254	NaN	NaN	NaN	NaN	NaN
K06266	NaN	NaN	NaN	NaN	NaN
K16338	NaN	NaN	NaN	NaN	NaN
K06255	NaN	NaN	NaN	NaN	NaN
K06261	NaN	NaN	NaN	NaN	NaN
K07378	NaN	NaN	NaN	NaN	NaN
K06491	NaN	NaN	NaN	NaN	NaN
K06478	NaN	NaN	NaN	NaN	NaN
K05695	NaN	NaN	NaN	NaN	NaN
K06477	NaN	NaN	NaN	NaN	NaN
K06520	NaN	NaN	NaN	NaN	NaN
K06081	NaN	NaN	NaN	NaN	NaN
K06467	NaN	NaN	NaN	NaN	NaN
K06449	NaN	NaN	NaN	NaN	NaN
K07379	NaN	NaN	NaN	NaN	NaN
K07377	NaN	NaN	NaN	NaN	NaN
K06787	NaN	NaN	NaN	NaN	NaN
K16337	NaN	NaN	NaN	NaN	NaN
K06793	NaN	NaN	NaN	NaN	NaN
K06759	NaN	NaN	NaN	NaN	NaN
K06736	NaN	NaN	NaN	NaN	NaN
K06780	NaN	NaN	NaN	NaN	NaN
K07380	NaN	NaN	NaN	NaN	NaN
K06766	NaN	NaN	NaN	NaN	NaN
K06474	NaN	NaN	NaN	NaN	NaN
K06757	NaN	NaN	NaN	NaN	NaN
K05693	NaN	NaN	NaN	NaN	NaN
K06756	NaN	NaN	NaN	NaN	NaN
K06089	NaN	NaN	NaN	NaN	NaN
K06760	NaN	NaN	NaN	NaN	NaN
K06471	NaN	NaN	NaN	NaN	NaN
K06816	NaN	NaN	NaN	NaN	NaN
K06770	NaN	NaN	NaN	NaN	NaN
K06547	NaN	NaN	NaN	NaN	NaN
K06458	NaN	NaN	NaN	NaN	NaN
K06454	NaN	NaN	NaN	NaN	NaN
K06775	NaN	NaN	NaN	NaN	NaN
K06533	NaN	NaN	NaN	NaN	NaN
K06087	NaN	NaN	NaN	NaN	NaN
K06523	NaN	NaN	NaN	NaN	NaN
K06088	NaN	NaN	NaN	NaN	NaN
K11934	0.2	0.2	0.2	0.2	0.2
K05658	NaN	NaN	NaN	NaN	NaN
K05681	NaN	NaN	NaN	NaN	NaN
K11068	0.2	0.2	0.2	0.2	0.2
K11139	157	0.2	0.2	0.2	0.2
K03640	67	87	125	149	182
K06078	2415	6459	8927	9913	8891
mmu_12960	NaN	NaN	NaN	NaN	NaN
mmu_12961	NaN	NaN	NaN	NaN	NaN
mmu_12957	NaN	NaN	NaN	NaN	NaN
mmu_12962	NaN	NaN	NaN	NaN	NaN
mmu_12970	NaN	NaN	NaN	NaN	NaN
mmu_12958	NaN	NaN	NaN	NaN	NaN
K09541	NaN	NaN	NaN	NaN	NaN
K09542	NaN	NaN	NaN	NaN	NaN
dme_Dmel_CG2184	NaN	NaN	NaN	NaN	NaN
K12558	NaN	NaN	NaN	NaN	NaN
K10417	NaN	NaN	NaN	NaN	NaN
K10418	NaN	NaN	NaN	NaN	NaN
K10407	NaN	NaN	NaN	NaN	NaN
K01528	NaN	NaN	NaN	NaN	NaN
K07897	NaN	NaN	NaN	NaN	NaN
K11824	NaN	NaN	NaN	NaN	NaN
K11826	NaN	NaN	NaN	NaN	NaN
K11827	NaN	NaN	NaN	NaN	NaN
K11866	NaN	NaN	NaN	NaN	NaN
K12184	NaN	NaN	NaN	NaN	NaN
K12185	NaN	NaN	NaN	NaN	NaN
K12190	NaN	NaN	NaN	NaN	NaN
K12191	NaN	NaN	NaN	NaN	NaN
K12192	NaN	NaN	NaN	NaN	NaN
K12193	NaN	NaN	NaN	NaN	NaN
K12195	NaN	NaN	NaN	NaN	NaN
K12196	NaN	NaN	NaN	NaN	NaN
K12197	NaN	NaN	NaN	NaN	NaN
K12198	NaN	NaN	NaN	NaN	NaN
K12199	NaN	NaN	NaN	NaN	NaN
K12200	NaN	NaN	NaN	NaN	NaN
K12471	NaN	NaN	NaN	NaN	NaN
K12479	NaN	NaN	NaN	NaN	NaN
K12483	NaN	NaN	NaN	NaN	NaN
K12486	NaN	NaN	NaN	NaN	NaN
K12489	NaN	NaN	NaN	NaN	NaN
K12492	NaN	NaN	NaN	NaN	NaN
K12493	NaN	NaN	NaN	NaN	NaN
K15053	NaN	NaN	NaN	NaN	NaN
K12186	NaN	NaN	NaN	NaN	NaN
K11839	NaN	NaN	NaN	NaN	NaN
K12494	NaN	NaN	NaN	NaN	NaN
K12488	NaN	NaN	NaN	NaN	NaN
K12474	NaN	NaN	NaN	NaN	NaN
K11825	NaN	NaN	NaN	NaN	NaN
K12495	NaN	NaN	NaN	NaN	NaN
K04705	NaN	NaN	NaN	NaN	NaN
K12475	NaN	NaN	NaN	NaN	NaN
K09526	NaN	NaN	NaN	NaN	NaN
K12485	NaN	NaN	NaN	NaN	NaN
K11247	NaN	NaN	NaN	NaN	NaN
K06751	NaN	NaN	NaN	NaN	NaN
K12473	NaN	NaN	NaN	NaN	NaN
K07879	NaN	NaN	NaN	NaN	NaN
K12188	NaN	NaN	NaN	NaN	NaN
K07904	NaN	NaN	NaN	NaN	NaN
K12182	NaN	NaN	NaN	NaN	NaN
K12484	NaN	NaN	NaN	NaN	NaN
K12194	NaN	NaN	NaN	NaN	NaN
K12487	NaN	NaN	NaN	NaN	NaN
K12476	NaN	NaN	NaN	NaN	NaN
K12478	NaN	NaN	NaN	NaN	NaN
K07937	NaN	NaN	NaN	NaN	NaN
K12958	NaN	NaN	NaN	NaN	NaN
K12477	NaN	NaN	NaN	NaN	NaN
K12472	NaN	NaN	NaN	NaN	NaN
K12189	NaN	NaN	NaN	NaN	NaN
K12482	NaN	NaN	NaN	NaN	NaN
K11248	NaN	NaN	NaN	NaN	NaN
K12469	NaN	NaN	NaN	NaN	NaN
K05737	NaN	NaN	NaN	NaN	NaN
K12183	NaN	NaN	NaN	NaN	NaN
K12481	NaN	NaN	NaN	NaN	NaN
K12470	NaN	NaN	NaN	NaN	NaN
K07891	NaN	NaN	NaN	NaN	NaN
K12480	NaN	NaN	NaN	NaN	NaN
K06278	NaN	NaN	NaN	NaN	NaN
K12491	NaN	NaN	NaN	NaN	NaN
K02218	NaN	NaN	NaN	NaN	NaN
K14347	0.2	0.2	0.2	0.2	0.2
K05664	NaN	NaN	NaN	NaN	NaN
K03098	40	36	49	49	49
K04659	NaN	NaN	NaN	NaN	NaN
K06481	NaN	NaN	NaN	NaN	NaN
K03990	NaN	NaN	NaN	NaN	NaN
K10416	NaN	NaN	NaN	NaN	NaN
K10062	NaN	NaN	NaN	NaN	NaN
K06560	NaN	NaN	NaN	NaN	NaN
K10068	NaN	NaN	NaN	NaN	NaN
K10414	NaN	NaN	NaN	NaN	NaN
K10415	NaN	NaN	NaN	NaN	NaN
K10413	NaN	NaN	NaN	NaN	NaN
K06563	NaN	NaN	NaN	NaN	NaN
K06558	NaN	NaN	NaN	NaN	NaN
K08010	NaN	NaN	NaN	NaN	NaN
K08012	NaN	NaN	NaN	NaN	NaN
K13813	NaN	NaN	NaN	NaN	NaN
K06487	NaN	NaN	NaN	NaN	NaN
K06588	NaN	NaN	NaN	NaN	NaN
K13882	NaN	NaN	NaN	NaN	NaN
K10067	NaN	NaN	NaN	NaN	NaN
K03991	NaN	NaN	NaN	NaN	NaN
K06752	NaN	NaN	NaN	NaN	NaN
K13885	NaN	NaN	NaN	NaN	NaN
K05653	NaN	NaN	NaN	NaN	NaN
K04646	NaN	NaN	NaN	NaN	NaN
K01371	NaN	NaN	NaN	NaN	NaN
K01373	NaN	NaN	NaN	NaN	NaN
K01365	NaN	NaN	NaN	NaN	NaN
K12387	NaN	NaN	NaN	NaN	NaN
K13443	NaN	NaN	NaN	NaN	NaN
K01379	NaN	NaN	NaN	NaN	NaN
K12307	NaN	NaN	NaN	NaN	NaN
K06528	NaN	NaN	NaN	NaN	NaN
K01363	NaN	NaN	NaN	NaN	NaN
K12386	NaN	NaN	NaN	NaN	NaN
K13444	NaN	NaN	NaN	NaN	NaN
K12393	NaN	NaN	NaN	NaN	NaN
K06564	NaN	NaN	NaN	NaN	NaN
K12383	NaN	NaN	NaN	NaN	NaN
K04644	NaN	NaN	NaN	NaN	NaN
K01279	NaN	NaN	NaN	NaN	NaN
K12382	NaN	NaN	NaN	NaN	NaN
K12404	NaN	NaN	NaN	NaN	NaN
K12388	NaN	NaN	NaN	NaN	NaN
K08565	NaN	NaN	NaN	NaN	NaN
K06497	NaN	NaN	NaN	NaN	NaN
K01368	NaN	NaN	NaN	NaN	NaN
K12394	NaN	NaN	NaN	NaN	NaN
K12392	NaN	NaN	NaN	NaN	NaN
K12391	NaN	NaN	NaN	NaN	NaN
K12398	NaN	NaN	NaN	NaN	NaN
K13289	NaN	NaN	NaN	NaN	NaN
K12397	NaN	NaN	NaN	NaN	NaN
K12403	NaN	NaN	NaN	NaN	NaN
K12384	NaN	NaN	NaN	NaN	NaN
K01369	NaN	NaN	NaN	NaN	NaN
K08568	NaN	NaN	NaN	NaN	NaN
K04645	NaN	NaN	NaN	NaN	NaN
K06562	NaN	NaN	NaN	NaN	NaN
K01366	NaN	NaN	NaN	NaN	NaN
K01275	NaN	NaN	NaN	NaN	NaN
K12399	NaN	NaN	NaN	NaN	NaN
K12396	NaN	NaN	NaN	NaN	NaN
K05656	NaN	NaN	NaN	NaN	NaN
K12261	NaN	NaN	NaN	NaN	NaN
K13237	NaN	NaN	NaN	NaN	NaN
K13336	NaN	NaN	NaN	NaN	NaN
K13337	NaN	NaN	NaN	NaN	NaN
K13347	NaN	NaN	NaN	NaN	NaN
K13348	NaN	NaN	NaN	NaN	NaN
K13354	NaN	NaN	NaN	NaN	NaN
K13356	NaN	NaN	NaN	NaN	NaN
K12663	NaN	NaN	NaN	NaN	NaN
K00624	NaN	NaN	NaN	NaN	NaN
K13353	NaN	NaN	NaN	NaN	NaN
K05940	NaN	NaN	NaN	NaN	NaN
K13346	NaN	NaN	NaN	NaN	NaN
K13345	NaN	NaN	NaN	NaN	NaN
K13352	NaN	NaN	NaN	NaN	NaN
K06664	NaN	NaN	NaN	NaN	NaN
K13335	NaN	NaN	NaN	NaN	NaN
K13342	NaN	NaN	NaN	NaN	NaN
K13343	NaN	NaN	NaN	NaN	NaN
K13355	NaN	NaN	NaN	NaN	NaN
K13350	NaN	NaN	NaN	NaN	NaN
K13338	NaN	NaN	NaN	NaN	NaN
K00477	NaN	NaN	NaN	NaN	NaN
K11187	NaN	NaN	NaN	NaN	NaN
K13279	NaN	NaN	NaN	NaN	NaN
K13349	NaN	NaN	NaN	NaN	NaN
K00308	NaN	NaN	NaN	NaN	NaN
K17879	NaN	NaN	NaN	NaN	NaN
K05677	NaN	NaN	NaN	NaN	NaN
K05675	NaN	NaN	NaN	NaN	NaN
K05676	NaN	NaN	NaN	NaN	NaN
K05678	NaN	NaN	NaN	NaN	NaN
K15628	NaN	NaN	NaN	NaN	NaN
K00830	NaN	NaN	NaN	NaN	NaN
K08269	NaN	NaN	NaN	NaN	NaN
K08333	NaN	NaN	NaN	NaN	NaN
K08334	NaN	NaN	NaN	NaN	NaN
K08342	NaN	NaN	NaN	NaN	NaN
K08337	NaN	NaN	NaN	NaN	NaN
K11304	NaN	NaN	NaN	NaN	NaN
K08343	NaN	NaN	NaN	NaN	NaN
K08329	NaN	NaN	NaN	NaN	NaN
K08331	NaN	NaN	NaN	NaN	NaN
mmu_17996	NaN	NaN	NaN	NaN	NaN
K05720	NaN	NaN	NaN	NaN	NaN
K05750	NaN	NaN	NaN	NaN	NaN
K06594	NaN	NaN	NaN	NaN	NaN
K05755	NaN	NaN	NaN	NaN	NaN
K05756	NaN	NaN	NaN	NaN	NaN
K05767	NaN	NaN	NaN	NaN	NaN
K13710	NaN	NaN	NaN	NaN	NaN
K05765	NaN	NaN	NaN	NaN	NaN
K05729	NaN	NaN	NaN	NaN	NaN
K05757	NaN	NaN	NaN	NaN	NaN
K05751	NaN	NaN	NaN	NaN	NaN
K05762	NaN	NaN	NaN	NaN	NaN
K05758	NaN	NaN	NaN	NaN	NaN
K05754	NaN	NaN	NaN	NaN	NaN
K05746	NaN	NaN	NaN	NaN	NaN
hsa_P07355	NaN	NaN	NaN	NaN	NaN
K07374	NaN	NaN	NaN	NaN	NaN
K07375	NaN	NaN	NaN	NaN	NaN
K04437	NaN	NaN	NaN	NaN	NaN
K12567	NaN	NaN	NaN	NaN	NaN
K07610	NaN	NaN	NaN	NaN	NaN
K12566	NaN	NaN	NaN	NaN	NaN
K12563	NaN	NaN	NaN	NaN	NaN
K04573	NaN	NaN	NaN	NaN	NaN
K05692	NaN	NaN	NaN	NaN	NaN
K07606	NaN	NaN	NaN	NaN	NaN
K04572	NaN	NaN	NaN	NaN	NaN
K10691	NaN	NaN	NaN	NaN	NaN
#hsa_P68032	NaN	NaN	NaN	NaN	NaN
hsa_A0AUL6	NaN	NaN	NaN	NaN	NaN
hsa_A1E282	NaN	NaN	NaN	NaN	NaN
hsa_A5A3E0	NaN	NaN	NaN	NaN	NaN
hsa_A5GZ75	NaN	NaN	NaN	NaN	NaN
hsa_A6NL76	NaN	NaN	NaN	NaN	NaN
hsa_A8K3K1	NaN	NaN	NaN	NaN	NaN
hsa_B2RB53	NaN	NaN	NaN	NaN	NaN
hsa_B2RDG9	NaN	NaN	NaN	NaN	NaN
hsa_B3KPP5	NaN	NaN	NaN	NaN	NaN
hsa_B3KUD3	NaN	NaN	NaN	NaN	NaN
hsa_B3KUP6	NaN	NaN	NaN	NaN	NaN
hsa_B3KW67	NaN	NaN	NaN	NaN	NaN
hsa_B3KWQ3	NaN	NaN	NaN	NaN	NaN
hsa_B4DHK9	NaN	NaN	NaN	NaN	NaN
hsa_B4DM97	NaN	NaN	NaN	NaN	NaN
hsa_B4DMT4	NaN	NaN	NaN	NaN	NaN
hsa_B4DT29	NaN	NaN	NaN	NaN	NaN
hsa_B4DTI0	NaN	NaN	NaN	NaN	NaN
hsa_B4DUI8	NaN	NaN	NaN	NaN	NaN
hsa_B4DVQ0	NaN	NaN	NaN	NaN	NaN
hsa_B4DW52	NaN	NaN	NaN	NaN	NaN
hsa_B4DWQ5	NaN	NaN	NaN	NaN	NaN
hsa_B4DXP9	NaN	NaN	NaN	NaN	NaN
hsa_B4DXW1	NaN	NaN	NaN	NaN	NaN
hsa_B4E335	NaN	NaN	NaN	NaN	NaN
hsa_B4E3A4	NaN	NaN	NaN	NaN	NaN
hsa_B7Z6I1	NaN	NaN	NaN	NaN	NaN
hsa_B7Z6P1	NaN	NaN	NaN	NaN	NaN
hsa_B7Z9W3	NaN	NaN	NaN	NaN	NaN
hsa_B7ZAP6	NaN	NaN	NaN	NaN	NaN
hsa_B8ZZJ2	NaN	NaN	NaN	NaN	NaN
hsa_C9JFL5	NaN	NaN	NaN	NaN	NaN
hsa_C9JTX5	NaN	NaN	NaN	NaN	NaN
hsa_C9JUM1	NaN	NaN	NaN	NaN	NaN
hsa_C9JZR7	NaN	NaN	NaN	NaN	NaN
hsa_D2JYH4	NaN	NaN	NaN	NaN	NaN
hsa_D3DNS0	NaN	NaN	NaN	NaN	NaN
hsa_E7EVS6	NaN	NaN	NaN	NaN	NaN
hsa_F5H3I4	NaN	NaN	NaN	NaN	NaN
hsa_F5H3P5	NaN	NaN	NaN	NaN	NaN
hsa_F5H6T1	NaN	NaN	NaN	NaN	NaN
hsa_F6QUT6	NaN	NaN	NaN	NaN	NaN
